order	folder	vid.no	ek.no	easting	northing	month	day	hour	minute
256	C2(1)	5	772	691012	645186	7	4	15	27
372	C6(1)	4	17	690977	641224	7	9	15	27
325	C3(3)	57	78	690995	644190	8	13	15	28
425	C6(2)	26	50	690977	641224	8	12	15	28
426	C6(2)	27	51	690977	641224	8	12	15	29
312	C3(3)	44	65	690995	644190	8	9	15	32
13	A1(2)	12	49	689991	646193	8	28	15	35
518	C6(2)	119	178	690977	641224	8	28	15	35
257	C2(2)	1	34	691012	645186	7	8	15	39
439	C6(2)	40	64	690977	641224	8	13	15	42
801	E6(2)	40	69	692974	641159	9	6	15	42
30	A2	3	17	689012	645186	7	10	15	43
588	D3(2)	20	73	692017	644193	9	17	15	43
112	A4	4	21	688999	643213	8	13	15	44
812	E6(2)	51	85	692974	641159	9	10	15	44
366	C5(2)	4	12	691003	642214	8	15	15	46
326	C3(3)	58	79	690995	644190	8	13	15	48
355	C4(2)	4	40	691005	643201	8	24	15	48
138	B2(1)	1	11	690010	645198	7	9	15	50
560	C6(2)	161	250	690977	641224	9	12	15	50
427	C6(2)	28	52	690977	641224	8	12	15	51
561	C6(2)	162	251	690977	641224	9	12	15	52
139	B2(1)	2	12	690010	645198	7	9	15	53
726	E5(1)	24	100	692995	642203	9	11	15	53
193	B2(2)	50	96	690010	645198	9	8	15	54
230	B3(1)	2	10	690017	644206	7	12	15	54
244	B4	10	37	690006	643198	9	6	15	55
803	E6(2)	42	73	692974	641159	9	7	15	55
73	A3(3)	36	60	689007	644158	9	10	15	57
687	E3(1)	20	37	692983	644219	7	18	15	59
211	B2(3)	17	40	690010	645198	9	14	16	2
386	C6(1)	18	44	690977	641224	7	24	16	2
109	A4	1	6	688999	643213	7	9	16	4
40	A3(3)	3	9	689007	644158	8	20	16	5
539	C6(2)	140	206	690977	641224	9	3	16	5
734	E6(1)	4	15	692974	641159	7	14	16	6
771	E6(2)	10	18	692974	641159	8	21	16	7
772	E6(2)	11	19	692974	641159	8	22	16	8
5	A1(2)	4	30	689991	646193	8	18	16	9
15	A1(2)	14	53	689991	646193	9	2	16	10
248	C1(2)	1	7	690985	646203	8	9	16	10
773	E6(2)	12	20	692974	641159	8	22	16	10
813	E6(2)	52	86	692974	641159	9	10	16	13
214	B2(3)	20	51	690010	645198	9	18	16	14
239	B4	5	13	690006	643198	8	5	16	14
282	C3(3)	14	27	690995	644190	7	30	16	14
605	D4	11	46	691993	643181	8	19	16	17
563	C6(2)	164	254	690977	641224	9	14	16	20
102	A3(3)	65	107	689007	644158	9	20	16	21
128	A4	20	44	688999	643213	9	7	16	21
511	C6(2)	112	168	690977	641224	8	26	16	22
472	C6(2)	73	107	690977	641224	8	17	16	23
498	C6(2)	99	144	690977	641224	8	22	16	26
262	C2(3)	1	8	691012	645186	9	8	16	27
499	C6(2)	100	145	690977	641224	8	22	16	28
512	C6(2)	113	169	690977	641224	8	26	16	29
608	D4	14	61	691993	643181	9	13	16	30
160	B2(2)	17	51	690010	645198	9	2	16	31
161	B2(2)	18	52	690010	645198	9	2	16	32
162	B2(2)	19	53	690010	645198	9	2	16	34
549	C6(2)	150	225	690977	641224	9	7	16	34
28	A2	1	13	689012	645186	7	3	16	36
758	E6(1)	28	78	692974	641159	8	14	16	36
163	B2(2)	20	54	690010	645198	9	2	16	37
459	C6(2)	60	89	690977	641224	8	15	16	38
254	C2(1)	3	770	691012	645186	7	3	16	39
652	D5	40	78	692006	642200	9	20	16	40
576	D3(2)	8	30	692017	644193	8	18	16	41
27	A1(2)	26	78	689991	646193	9	14	16	42
540	C6(2)	141	207	690977	641224	9	3	16	42
646	D5	34	65	692006	642200	9	3	16	42
349	C4(1)	4	18	691005	643201	7	15	16	44
164	B2(2)	21	55	690010	645198	9	2	16	45
759	E6(1)	29	82	692974	641159	8	15	16	45
212	B2(3)	18	41	690010	645198	9	15	16	46
289	C3(3)	21	38	690995	644190	8	2	16	46
473	C6(2)	74	110	690977	641224	8	17	16	47
213	B2(3)	19	42	690010	645198	9	16	16	48
487	C6(2)	88	127	690977	641224	8	19	16	48
283	C3(3)	15	28	690995	644190	7	30	16	49
397	C6(1)	29	65	690977	641224	8	2	16	51
717	E5(1)	15	70	692995	642203	8	19	16	51
816	E6(2)	55	89	692974	641159	9	11	16	51
328	C3(3)	60	84	690995	644190	8	14	16	53
490	C6(2)	91	130	690977	641224	8	20	16	53
621	D5	9	17	692006	642200	8	1	16	53
122	A4	14	38	688999	643213	8	28	16	57
543	C6(2)	144	212	690977	641224	9	4	16	58
552	C6(2)	153	230	690977	641224	9	8	16	58
46	A3(3)	9	16	689007	644158	8	24	17	0
25	A1(2)	24	73	689991	646193	9	13	17	2
290	C3(3)	22	39	690995	644190	8	2	17	2
356	C4(2)	5	49	691005	643201	8	31	17	2
373	C6(1)	5	18	690977	641224	7	9	17	3
729	E5(1)	27	108	692995	642203	9	20	17	3
100	A3(3)	63	104	689007	644158	9	19	17	4
7	A1(2)	6	36	689991	646193	8	20	17	5
526	C6(2)	127	191	690977	641224	8	31	17	6
806	E6(2)	45	77	692974	641159	9	8	17	7
168	B2(2)	25	64	690010	645198	9	4	17	8
527	C6(2)	128	192	690977	641224	8	31	17	8
169	B2(2)	26	65	690010	645198	9	4	17	9
477	C6(2)	78	117	690977	641224	8	18	17	9
807	E6(2)	46	78	692974	641159	9	8	17	9
478	C6(2)	79	118	690977	641224	8	18	17	10
123	A4	15	39	688999	643213	8	28	17	11
170	B2(2)	27	66	690010	645198	9	4	17	11
203	B2(3)	9	26	690010	645198	9	12	17	11
171	B2(2)	28	67	690010	645198	9	4	17	12
515	C6(2)	116	174	690977	641224	8	27	17	12
528	C6(2)	129	193	690977	641224	8	31	17	12
830	E6(2)	69	112	692974	641159	9	17	17	12
204	B2(3)	10	27	690010	645198	9	12	17	13
64	A3(3)	27	48	689007	644158	9	2	17	14
295	C3(3)	27	45	690995	644190	8	3	17	14
740	E6(1)	10	25	692974	641159	7	20	17	14
9	A1(2)	8	40	689991	646193	8	22	17	16
21	A1(2)	20	63	689991	646193	9	10	17	16
606	D4	12	47	691993	643181	8	19	17	16
251	C1(3)	3	23	690985	646203	9	21	17	17
730	E5(1)	28	111	692995	642203	9	21	17	17
460	C6(2)	61	90	690977	641224	8	15	17	19
201	B2(3)	7	17	690010	645198	9	11	17	20
172	B2(2)	29	68	690010	645198	9	4	17	22
703	E5(1)	1	8	692995	642203	7	11	17	22
777	E6(2)	16	28	692974	641159	8	25	17	23
141	B2(1)	4	37	690010	645198	7	30	17	24
173	B2(2)	30	69	690010	645198	9	4	17	24
235	B4	1	5	690006	643198	7	25	17	25
156	B2(2)	13	44	690010	645198	8	31	17	26
174	B2(2)	31	70	690010	645198	9	4	17	26
2	A1(2)	1	7	689991	646193	7	22	17	27
74	A3(3)	37	61	689007	644158	9	10	17	27
152	B2(2)	9	25	690010	645198	8	23	17	28
237	B4	3	7	690006	643198	7	28	17	28
407	C6(2)	8	19	690977	641224	8	9	17	28
624	D5	12	27	692006	642200	8	6	17	28
175	B2(2)	32	71	690010	645198	9	4	17	29
18	A1(2)	17	59	689991	646193	9	8	17	30
176	B2(2)	33	72	690010	645198	9	4	17	30
142	B2(1)	5	38	690010	645198	7	30	17	31
374	C6(1)	6	19	690977	641224	7	9	17	31
535	C6(2)	136	201	690977	641224	9	2	17	31
113	A4	5	23	688999	643213	8	15	17	32
197	B2(3)	3	12	690010	645198	9	10	17	32
127	A4	19	43	688999	643213	9	5	17	33
500	C6(2)	101	146	690977	641224	8	22	17	33
66	A3(3)	29	53	689007	644158	9	6	17	34
205	B2(3)	11	28	690010	645198	9	12	17	34
277	C3(3)	9	22	690995	644190	7	26	17	34
399	C6(1)	31	68	690977	641224	8	3	17	34
598	D4	4	24	691993	643181	8	3	17	34
107	A3(3)	70	118	689007	644158	9	21	17	35
723	E5(1)	21	86	692995	642203	8	30	17	35
501	C6(2)	102	147	690977	641224	8	22	17	37
651	D5	39	77	692006	642200	9	18	17	38
177	B2(2)	34	73	690010	645198	9	4	17	39
178	B2(2)	35	74	690010	645198	9	4	17	39
488	C6(2)	89	128	690977	641224	8	19	17	39
513	C6(2)	114	170	690977	641224	8	26	17	39
408	C6(2)	9	20	690977	641224	8	9	17	41
622	D5	10	18	692006	642200	8	2	17	42
261	C2(2)	5	50	691012	645186	8	4	17	45
705	E5(1)	3	15	692995	642203	7	20	17	45
567	D3(1)	2	30	692017	644193	7	28	17	46
179	B2(2)	36	75	690010	645198	9	4	17	47
519	C6(2)	120	179	690977	641224	8	28	17	47
180	B2(2)	37	76	690010	645198	9	4	17	48
154	B2(2)	11	37	690010	645198	8	28	17	49
375	C6(1)	7	20	690977	641224	7	9	17	49
721	E5(1)	19	80	692995	642203	8	27	17	49
387	C6(1)	19	45	690977	641224	7	24	17	51
383	C6(1)	15	35	690977	641224	7	16	17	53
618	D5	6	13	692006	642200	7	26	17	53
267	C3(2)	2	11	690995	644190	7	13	17	55
316	C3(3)	48	69	690995	644190	8	10	17	57
